"","City","FarmType","Farm","IOClass1","IOClass2","OtherName","CropsConcerned","UsedInLCA","Harvested","HarvestUnit","HarvestSubsetsUnit","SalesUnit","UnitPrice"
"1892","Nantes","Urban Individual Garden","ALFR7","Crop","Leek","","Leek","Yes",0.368,"","kg","EUR",1.23
"1893","Nantes","Urban Individual Garden","ALFR6","Crop","Shallot","","Shallot","Yes",5,"Kilogram","kg","EUR",1.22
"1894","Nantes","Urban Individual Garden","ALFR2","Crop","Shallot","","Shallot","Yes",5.131,"Kilogram","kg","EUR",1.22
"1895","Nantes","Urban Individual Garden","ALFR7","Crop","Shallot","","Shallot","Yes",2.78,"Kilogram","kg","EUR",1.22
"1896","Nantes","Urban Individual Garden","ALFR2","Crop","Onion- red","","Onion- red","Yes",0.553,"Kilogram","kg","EUR",1.2
"1897","London","Urban Collective Garden","AF","Crop","Cucumber","","Cucumber","No",0,"Kilogram","kg","GBP",1.2
"1898","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Apples","","Apples","Yes",0,"Null (not sold)","kg","EUR",1.13
"1899","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Cauliflower","","Cauliflower","Yes",2.375,"Null (not sold)","kg","EUR",1.13
"1900","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Gooseberry","","Gooseberry","Yes",1.91,"Null (not sold)","kg","EUR",1.13
"1901","Gorzow Wklp","Urban Individual Garden","ALPE4","Crop","Plums","","Plums","Yes",0,"Null (not sold)","kg","EUR",1.13
"1902","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Apples","","Apples","Yes",75,"Null (not sold)","kg","EUR",1.13
"1903","Gorzow Wklp","Urban Individual Garden","ALPE2","Crop","Plums","","Plums","Yes",16.5,"Null (not sold)","kg","EUR",1.13
"1904","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Apples","","Apples","Yes",118.192,"Null (not sold)","kg","EUR",1.13
"1905","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Plums","","Plums","Yes",3.49,"Null (not sold)","kg","EUR",1.13
"1906","Gorzow Wklp","Urban Individual Garden","ALPB1","Crop","Apples","","Apples","Yes",5,"Null (not sold)","kg","EUR",1.13
"1907","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Plums","","Plums","Yes",13,"Null (not sold)","kg","EUR",1.13
"1908","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Apples","","Apples","Yes",39.4,"Null (not sold)","kg","EUR",1.13
"1909","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Apples","","Apples","Yes",5,"Null (not sold)","kg","EUR",1.13
"1910","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Gooseberry","","Gooseberry","Yes",0,"Null (not sold)","kg","EUR",1.13
"1911","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Gooseberry","","Gooseberry","Yes",0,"Null (not sold)","kg","EUR",1.13
"1912","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Peaches","","Peaches","Yes",28.7,"Null (not sold)","kg","EUR",1.01
"1913","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Peaches","","Peaches","Yes",0,"Null (not sold)","kg","EUR",1.01
"1914","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Peaches","","Peaches","Yes",0.15,"Null (not sold)","kg","EUR",1.01
"1915","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Peaches","","Peaches","Yes",3,"Null (not sold)","kg","EUR",1.01
"1916","Gorzow Wklp","Urban Farm","ME","Crop","Other","soup greens/mirepoix ","Other","Yes",2.3,"Null (not sold)","kg","EUR",1.01
"1917","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Onion","","Onion","Yes",20.6,"Null (not sold)","kg","EUR",1
"1918","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Onion","","Onion","Yes",0,"Null (not sold)","kg","EUR",1
"1919","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Onion","","Onion","Yes",0.258,"Null (not sold)","kg","EUR",1
"1920","Gorzow Wklp","Urban Individual Garden","ALPF1","Crop","Onion","","Onion","Yes",0.5,"Null (not sold)","kg","EUR",1
"1921","Gorzow Wklp","Urban Individual Garden","ALPF1","Crop","Onion","","Onion","Yes",4.5,"Null (not sold)","kg","EUR",1
"1922","Gorzow Wklp","Urban Individual Garden","ALPF2","Crop","Onion","","Onion","Yes",4.5,"Null (not sold)","kg","EUR",1
"1923","Gorzow Wklp","Urban Individual Garden","ALPF3","Crop","Onion","","Onion","Yes",2.1,"Null (not sold)","kg","EUR",1
"1924","Gorzow Wklp","Urban Individual Garden","ALPF4","Crop","Onion","","Onion","Yes",3,"Null (not sold)","kg","EUR",1
"1925","Gorzow Wklp","Urban Individual Garden","ALPF5","Crop","Onion","","Onion","Yes",15,"Null (not sold)","kg","EUR",1
"1926","Gorzow Wklp","Urban Farm","ME","Crop","Onion","","Onion","Yes",35,"Null (not sold)","kg","EUR",1
"1927","Gorzow Wklp","Urban Individual Garden","JH","Crop","Onion","","Onion","Yes",4,"Null (not sold)","kg","EUR",1
"1928","Gorzow Wklp","Urban Individual Garden","WM","Crop","Onion","","Onion","Yes",9,"Null (not sold)","kg","EUR",1
"1929","Gorzow Wklp","Urban Individual Garden","ZT","Crop","Onion","","Onion","No",12.6,"Null (not sold)","kg","EUR",1
"1930","Gorzow Wklp","Urban Individual Garden","ALPE8","Crop","Onion","","Onion","Yes",13,"Null (not sold)","kg","EUR",1
"1931","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Onion","","Onion","Yes",12.42,"Null (not sold)","kg","EUR",1
"1932","Gorzow Wklp","Urban Individual Garden","ALPE4","Crop","Onion","","Onion","Yes",7.1,"Null (not sold)","kg","EUR",1
"1933","Gorzow Wklp","Urban Farm","LQ","Crop","Onion","","Onion","Yes",0,"Kilogram","kg","EUR",1
"1934","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Onion","","Onion","Yes",0,"Null (not sold)","kg","EUR",1
"1935","Gorzow Wklp","Urban Individual Garden","ALPE2","Crop","Onion","","Onion","Yes",4,"Null (not sold)","kg","EUR",1
"1936","Gorzow Wklp","Urban Individual Garden","BJ","Crop","Onion","","Onion","No",2,"Null (not sold)","kg","EUR",1
"1937","Gorzow Wklp","Urban Individual Garden","ALPE1","Crop","Onion","","Onion","Yes",10,"Null (not sold)","kg","EUR",1
"1938","Gorzow Wklp","Urban Individual Garden","ALPB3","Crop","Onion","","Onion","Yes",0,"Null (not sold)","kg","EUR",1
"1939","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Onion","","Onion","Yes",0,"Null (not sold)","kg","EUR",1
"1940","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Onion","","Onion","Yes",0,"Null (not sold)","kg","EUR",1
"1941","Gorzow Wklp","Urban Individual Garden","ALPD1","Crop","Onion","","Onion","Yes",0,"Null (not sold)","kg","EUR",1
"1942","Gorzow Wklp","Urban Individual Garden","ALPD3","Crop","Onion","","Onion","Yes",0,"Null (not sold)","kg","EUR",1
"1943","Gorzow Wklp","Urban Individual Garden","ALPD5","Crop","Onion","","Onion","Yes",0,"Null (not sold)","kg","EUR",1
"1944","Gorzow Wklp","Urban Individual Garden","ALPA1","Crop","Onion","","Onion","Yes",0,"Null (not sold)","kg","EUR",1
"1945","Bochum","Urban Individual Garden","RO","Crop","Beet- sugar","","Beet- sugar","Yes",0,"","kg","EUR",1
"1946","Nantes","Urban Individual Garden","ALFR4","Crop","Carrot","","Carrot","Yes",1.54,"Kilogram","kg","EUR",0.93
"1947","Nantes","Urban Individual Garden","ALFR6","Crop","Carrot","","Carrot","Yes",17.082,"Kilogram","kg","EUR",0.93
"1948","Nantes","Urban Individual Garden","ALFR7","Crop","Carrot","","Carrot","Yes",6.404,"Kilogram","kg","EUR",0.93
"1949","Nantes","Urban Individual Garden","ALFR9","Crop","Carrot","","Carrot","Yes",4.36,"Kilogram","kg","EUR",0.93
"1950","Nantes","Urban Individual Garden","ALFR10","Crop","Carrot","","Carrot","Yes",0.717,"Kilogram","kg","EUR",0.93
"1951","Nantes","Urban Individual Garden","ALFR11","Crop","Carrot","","Carrot","Yes",2.8,"Kilogram","kg","EUR",0.93
"1952","Nantes","Urban Individual Garden","ALFR8","Crop","Carrot","","Carrot","Yes",0,"","kg","EUR",0.93
"1953","Gorzow Wklp","Urban Individual Garden","ALPB1","Crop","Celeriac","","Celeriac","Yes",5,"Null (not sold)","kg","EUR",0.93
"1954","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Celeriac","","Celeriac","Yes",0,"Piece","kg","EUR",0.93
"1955","Gorzow Wklp","Urban Individual Garden","WM","Crop","Celeriac","","Celeriac","Yes",5.5,"Piece","kg","EUR",0.93
"1956","Gorzow Wklp","Urban Individual Garden","BJ","Crop","Celeriac","","Celeriac","No",2,"Piece","kg","EUR",0.93
"1957","Gorzow Wklp","Urban Individual Garden","ALPE1","Crop","Celeriac","","Celeriac","Yes",5.85,"Piece","kg","EUR",0.93
"1958","Gorzow Wklp","Urban Individual Garden","ALPE2","Crop","Celeriac","","Celeriac","Yes",2.975,"Piece","kg","EUR",0.93
"1959","Gorzow Wklp","Urban Individual Garden","JH","Crop","Celeriac","","Celeriac","Yes",5,"Piece","kg","EUR",0.93
"1960","Gorzow Wklp","Urban Individual Garden","ALPA3","Crop","Celeriac","","Celeriac","Yes",4.145,"Piece","kg","EUR",0.93
"1961","Gorzow Wklp","Urban Individual Garden","ALPE4","Crop","Celeriac","","Celeriac","Yes",0.6,"Piece","kg","EUR",0.93
"1962","Gorzow Wklp","Urban Individual Garden","ALPC3","Crop","Celeriac","","Celeriac","Yes",10,"Piece","kg","EUR",0.93
"1963","Gorzow Wklp","Urban Farm","LQ","Crop","Celeriac","","Celeriac","Yes",239.08,"Piece","kg","EUR",0.93
"1964","Gorzow Wklp","Urban Individual Garden","ALPD2","Crop","Celeriac","","Celeriac","Yes",8,"Piece","kg","EUR",0.93
"1965","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Celeriac","","Celeriac","Yes",6.23,"Piece","kg","EUR",0.93
"1966","Gorzow Wklp","Urban Individual Garden","ALPD1","Crop","Celeriac","","Celeriac","Yes",3,"Piece","kg","EUR",0.93
"1967","Gorzow Wklp","Urban Individual Garden","ALPD5","Crop","Celeriac","","Celeriac","Yes",4,"Piece","kg","EUR",0.93
"1968","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Celeriac","","Celeriac","Yes",6.3,"Piece","kg","EUR",0.93
"1969","Gorzow Wklp","Urban Farm","ME","Crop","Celeriac","","Celeriac","Yes",0.5,"Null (not sold)","kg","EUR",0.93
"1970","Gorzow Wklp","Urban Individual Garden","ALPB2","Crop","Celeriac","","Celeriac","Yes",0.5,"Piece","kg","EUR",0.93
"1971","Gorzow Wklp","Urban Farm","LQ","Crop","Celeriac","root","Celeriac","Yes",25,"Kilogram","kg","EUR",0.42
"1972","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Celeriac","","Celeriac","Yes",0.75,"Piece","kg","EUR",0.93
"1973","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Celeriac","","Celeriac","Yes",2.8,"Piece","kg","EUR",0.93
"1974","Gorzow Wklp","Urban Individual Garden","ALPE8","Crop","Celeriac","","Celeriac","Yes",5,"Piece","kg","EUR",0.93
"1975","Gorzow Wklp","Urban Individual Garden","ALPF1","Crop","Celeriac","","Celeriac","Yes",3,"Null (not sold)","kg","EUR",0.93
"1976","Gorzow Wklp","Urban Individual Garden","ALPA1","Crop","Celeriac","","Celeriac","Yes",0,"Null (not sold)","kg","EUR",0.93
"1977","Gorzow Wklp","Urban Individual Garden","ALPB3","Crop","Celeriac","","Celeriac","Yes",0,"Null (not sold)","kg","EUR",0.93
"1978","Gorzow Wklp","Urban Individual Garden","ALPE3","Crop","Celeriac","","Celeriac","Yes",0,"Null (not sold)","kg","EUR",0.93
"1979","Gorzow Wklp","Urban Individual Garden","ZT","Crop","Celeriac","","Celeriac","No",0,"Null (not sold)","kg","EUR",0.93
"1980","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Beet- root","","Beet- root","Yes",5,"Null (not sold)","kg","EUR",0.9
"1981","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Beet- root","","Beet- root","Yes",8.25,"Null (not sold)","kg","EUR",0.9
"1982","Gorzow Wklp","Urban Individual Garden","ALPE8","Crop","Beet- root","","Beet- root","Yes",5,"Null (not sold)","kg","EUR",0.9
"1983","Gorzow Wklp","Urban Individual Garden","ALPE2","Crop","Beet- root","","Beet- root","Yes",38.45,"Null (not sold)","kg","EUR",0.9
"1984","Gorzow Wklp","Urban Individual Garden","ALPE4","Crop","Beet- root","","Beet- root","Yes",0,"Null (not sold)","kg","EUR",0.9
"1985","Gorzow Wklp","Urban Individual Garden","ALPE3","Crop","Beet- root","","Beet- root","Yes",30,"Null (not sold)","kg","EUR",0.9
"1986","Gorzow Wklp","Urban Individual Garden","ALPE1","Crop","Beet- root","","Beet- root","Yes",4,"Null (not sold)","kg","EUR",0.9
"1987","Gorzow Wklp","Urban Individual Garden","ALPF1","Crop","Beet- root","","Beet- root","Yes",0,"Null (not sold)","kg","EUR",0.9
"1988","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Beet- root","","Beet- root","Yes",7.4,"Null (not sold)","kg","EUR",0.9
"1989","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Beet- root","","Beet- root","Yes",6.35,"Null (not sold)","kg","EUR",0.9
"1990","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Beet- root","","Beet- root","Yes",2,"Null (not sold)","kg","EUR",0.9
"1991","Gorzow Wklp","Urban Individual Garden","ALPB1","Crop","Beet- root","","Beet- root","Yes",23,"Null (not sold)","kg","EUR",0.9
"1992","Gorzow Wklp","Urban Farm","ME","Crop","Beet- root","","Beet- root","Yes",3,"Null (not sold)","kg","EUR",0.9
"1993","Gorzow Wklp","Urban Individual Garden","WM","Crop","Beet- root","","Beet- root","Yes",19,"Null (not sold)","kg","EUR",0.9
"1994","Gorzow Wklp","Urban Individual Garden","ZT","Crop","Beet- root","","Beet- root","No",7,"Null (not sold)","kg","EUR",0.9
"1995","Gorzow Wklp","Urban Individual Garden","ALPB2","Crop","Beet- root","","Beet- root","Yes",11,"Null (not sold)","kg","EUR",0.9
"1996","Gorzow Wklp","Urban Individual Garden","JH","Crop","Beet- root","","Beet- root","Yes",5,"Null (not sold)","kg","EUR",0.9
"1997","Gorzow Wklp","Urban Individual Garden","ALPA3","Crop","Beet- root","","Beet- root","Yes",9.99,"Null (not sold)","kg","EUR",0.9
"1998","Gorzow Wklp","Urban Individual Garden","ALPD2","Crop","Beet- root","","Beet- root","Yes",13.5,"Null (not sold)","kg","EUR",0.9
"1999","Gorzow Wklp","Urban Farm","LQ","Crop","Beet- root","","Beet- root","Yes",48,"Kilogram","kg","EUR",0.9
"2000","Gorzow Wklp","Urban Individual Garden","ALPC3","Crop","Beet- root","","Beet- root","Yes",7,"Null (not sold)","kg","EUR",0.9
"2001","Gorzow Wklp","Urban Individual Garden","ALPD1","Crop","Beet- root","","Beet- root","Yes",5,"Null (not sold)","kg","EUR",0.9
"2002","Gorzow Wklp","Urban Individual Garden","ALPD5","Crop","Beet- root","","Beet- root","Yes",4.5,"Null (not sold)","kg","EUR",0.9
"2003","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Beet- root","","Beet- root","Yes",16.5,"Null (not sold)","kg","EUR",0.9
"2004","Gorzow Wklp","Urban Individual Garden","BJ","Crop","Beet- root","","Beet- root","No",16.5,"Null (not sold)","kg","EUR",0.9
"2005","Gorzow Wklp","Urban Individual Garden","ALPB3","Crop","Beet- root","","Beet- root","Yes",11,"Null (not sold)","kg","EUR",0.9
"2006","Gorzow Wklp","Urban Individual Garden","ALPE3","Crop","Beet- leaves","beet leaves","Beet- leaves","Yes",0,"Null (not sold)","kg","EUR",0.9
"2007","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Beet- leaves","beet leaves","Beet- leaves","Yes",0,"Null (not sold)","kg","EUR",0.9
"2008","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Butter Lettuce","","Butter Lettuce","Yes",5.66,"Head","kg","EUR",0.89
"2009","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Butter Lettuce","","Butter Lettuce","Yes",0.1,"Head","kg","EUR",0.89
"2010","Gorzow Wklp","Urban Individual Garden","ALPC3","Crop","Butter Lettuce","","Butter Lettuce","Yes",0,"Head","kg","EUR",0.89
"2011","Gorzow Wklp","Urban Individual Garden","ALPC4","Crop","Butter Lettuce","","Butter Lettuce","Yes",1.784,"Head","kg","EUR",0.89
"2012","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Butter Lettuce","","Butter Lettuce","Yes",3.9,"Head","kg","EUR",0.89
"2013","Gorzow Wklp","Urban Individual Garden","ALPA1","Crop","Butter Lettuce","","Butter Lettuce","Yes",2.286,"Head","kg","EUR",0.89
"2014","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Butter Lettuce","","Butter Lettuce","Yes",13.35,"Head","kg","EUR",0.89
"2015","Gorzow Wklp","Urban Individual Garden","WM","Crop","Butter Lettuce","","Butter Lettuce","Yes",0.2,"Head","kg","EUR",0.89
"2016","Gorzow Wklp","Urban Individual Garden","BJ","Crop","Butter Lettuce","","Butter Lettuce","No",0,"Head","kg","EUR",0.89
"2017","Gorzow Wklp","Urban Individual Garden","ALPE1","Crop","Butter Lettuce","","Butter Lettuce","Yes",8.2,"Head","kg","EUR",0.89
"2018","Gorzow Wklp","Urban Individual Garden","ALPE2","Crop","Butter Lettuce","","Butter Lettuce","Yes",0,"Head","kg","EUR",0.89
"2019","Gorzow Wklp","Urban Individual Garden","ALPE3","Crop","Butter Lettuce","","Butter Lettuce","Yes",2.8,"Head","kg","EUR",0.89
"2020","Gorzow Wklp","Urban Individual Garden","ALPE4","Crop","Butter Lettuce","","Butter Lettuce","Yes",0,"Head","kg","EUR",0.89
"2021","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Butter Lettuce","","Butter Lettuce","Yes",4,"Head","kg","EUR",0.89
"2022","Gorzow Wklp","Urban Farm","ME","Crop","Butter Lettuce","","Butter Lettuce","Yes",0.95,"Head","kg","EUR",0.89
"2023","Gorzow Wklp","Urban Individual Garden","JH","Crop","Butter Lettuce","","Butter Lettuce","Yes",0,"Head","kg","EUR",0.89
"2024","Gorzow Wklp","Urban Farm","LQ","Crop","Butter Lettuce","","Butter Lettuce","Yes",1697.6,"Head","kg","EUR",0.89
"2025","Gorzow Wklp","Urban Farm","LQ","Crop","Butter Lettuce","","Butter Lettuce","Yes",1023.6,"Head","kg","EUR",0.89
"2026","Gorzow Wklp","Urban Individual Garden","ALPB3","Crop","Butter Lettuce","","Butter Lettuce","Yes",0,"Null (not sold)","kg","EUR",0.89
"2027","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Butter Lettuce","","Butter Lettuce","Yes",2,"Head","kg","EUR",0.89
"2028","Gorzow Wklp","Urban Individual Garden","ALPE6","Crop","Butter Lettuce","","Butter Lettuce","Yes",1.8,"Head","kg","EUR",0.89
"2029","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Butter Lettuce","","Butter Lettuce","Yes",0.7,"Head","kg","EUR",0.89
"2030","Gorzow Wklp","Urban Individual Garden","ALPE8","Crop","Butter Lettuce","","Butter Lettuce","Yes",1.9,"Head","kg","EUR",0.89
"2031","Gorzow Wklp","Urban Individual Garden","ALPF2","Crop","Butter Lettuce","","Butter Lettuce","Yes",0,"Null (not sold)","kg","EUR",0.89
"2032","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Cucumber","","Cucumber","Yes",30.25,"Null (not sold)","kg","EUR",0.82
"2033","Gorzow Wklp","Urban Individual Garden","JH","Crop","Cucumber","","Cucumber","Yes",26.1,"Null (not sold)","kg","EUR",0.82
"2034","Gorzow Wklp","Urban Individual Garden","ALPB3","Crop","Cucumber","","Cucumber","Yes",56,"Null (not sold)","kg","EUR",0.82
"2035","Gorzow Wklp","Urban Individual Garden","ZT","Crop","Cucumber","","Cucumber","No",196.2,"Null (not sold)","kg","EUR",0.82
"2036","Gorzow Wklp","Urban Individual Garden","ALPB2","Crop","Cucumber","","Cucumber","Yes",5.2,"Null (not sold)","kg","EUR",0.82
"2037","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Cucumber","","Cucumber","Yes",51.94,"Null (not sold)","kg","EUR",0.82
"2038","Gorzow Wklp","Urban Individual Garden","ALPD1","Crop","Cucumber","","Cucumber","Yes",35,"Null (not sold)","kg","EUR",0.82
"2039","Gorzow Wklp","Urban Individual Garden","ALPA3","Crop","Cucumber","","Cucumber","Yes",34.17,"Null (not sold)","kg","EUR",0.82
"2040","Gorzow Wklp","Urban Individual Garden","ALPB1","Crop","Cucumber","","Cucumber","Yes",31,"Null (not sold)","kg","EUR",0.82
"2041","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Cucumber","","Cucumber","Yes",67.5,"Null (not sold)","kg","EUR",0.82
"2042","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Cucumber","","Cucumber","Yes",51.8,"Null (not sold)","kg","EUR",0.82
"2043","Gorzow Wklp","Urban Individual Garden","ALPC3","Crop","Cucumber","","Cucumber","Yes",13,"Null (not sold)","kg","EUR",0.82
"2044","Gorzow Wklp","Urban Individual Garden","ALPD2","Crop","Cucumber","","Cucumber","Yes",66,"Null (not sold)","kg","EUR",0.82
"2045","Gorzow Wklp","Urban Individual Garden","ALPD3","Crop","Cucumber","","Cucumber","Yes",23,"Null (not sold)","kg","EUR",0.82
"2046","Gorzow Wklp","Urban Individual Garden","ALPD4","Crop","Cucumber","","Cucumber","Yes",50,"Null (not sold)","kg","EUR",0.82
"2047","Gorzow Wklp","Urban Farm","LQ","Crop","Cucumber","","Cucumber","Yes",491.97,"Kilogram","kg","EUR",0.82
"2048","Gorzow Wklp","Urban Farm","ME","Crop","Cucumber","","Cucumber","Yes",116,"Null (not sold)","kg","EUR",0.82
"2049","Gorzow Wklp","Urban Individual Garden","WM","Crop","Cucumber","","Cucumber","Yes",44.2,"Null (not sold)","kg","EUR",0.82
"2050","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Cucumber","","Cucumber","Yes",4,"Null (not sold)","kg","EUR",0.82
"2051","Gorzow Wklp","Urban Individual Garden","ALPD5","Crop","Cucumber","","Cucumber","Yes",54,"Null (not sold)","kg","EUR",0.82
"2052","Gorzow Wklp","Urban Individual Garden","ALPE1","Crop","Cucumber","","Cucumber","Yes",8,"Null (not sold)","kg","EUR",0.82
"2053","Gorzow Wklp","Urban Individual Garden","ALPE2","Crop","Cucumber","","Cucumber","Yes",61.5,"Null (not sold)","kg","EUR",0.82
"2054","Gorzow Wklp","Urban Individual Garden","ALPE3","Crop","Cucumber","","Cucumber","Yes",30.85,"Null (not sold)","kg","EUR",0.82
"2055","Gorzow Wklp","Urban Individual Garden","ALPE4","Crop","Cucumber","","Cucumber","Yes",35.6,"Null (not sold)","kg","EUR",0.82
"2056","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Cucumber","","Cucumber","Yes",48,"Null (not sold)","kg","EUR",0.82
"2057","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Cucumber","","Cucumber","Yes",11,"Null (not sold)","kg","EUR",0.82
"2058","Gorzow Wklp","Urban Individual Garden","ALPE6","Crop","Cucumber","","Cucumber","Yes",21.8,"Null (not sold)","kg","EUR",0.82
"2059","Gorzow Wklp","Urban Individual Garden","ALPE8","Crop","Cucumber","","Cucumber","Yes",34,"Null (not sold)","kg","EUR",0.82
"2060","Gorzow Wklp","Urban Individual Garden","ALPE8","Crop","Cucumber","","Cucumber","Yes",7.5,"Null (not sold)","kg","EUR",0.82
"2061","Gorzow Wklp","Urban Individual Garden","ALPF1","Crop","Cucumber","","Cucumber","Yes",30.3,"Null (not sold)","kg","EUR",0.82
"2062","Gorzow Wklp","Urban Individual Garden","ALPF2","Crop","Cucumber","","Cucumber","Yes",7.5,"Null (not sold)","kg","EUR",0.82
"2063","Gorzow Wklp","Urban Individual Garden","ALPF3","Crop","Cucumber","","Cucumber","Yes",31.53,"Null (not sold)","kg","EUR",0.82
"2064","Gorzow Wklp","Urban Individual Garden","ALPF4","Crop","Cucumber","","Cucumber","Yes",19.3,"Null (not sold)","kg","EUR",0.82
"2065","Gorzow Wklp","Urban Individual Garden","ALPF5","Crop","Cucumber","","Cucumber","Yes",66.5,"Null (not sold)","kg","EUR",0.82
"2066","Nantes","Urban Individual Garden","ALFR6","Crop","Red Cabbage","","Red Cabbage","Yes",0.973,"Kilogram","kg","EUR",0.81
"2067","Gorzow Wklp","Urban Individual Garden","ALPC1","Crop","Carrot","","Carrot","Yes",14.48,"Null (not sold)","kg","EUR",0.71
"2068","Gorzow Wklp","Urban Individual Garden","ALPC2","Crop","Carrot","","Carrot","Yes",11.45,"Null (not sold)","kg","EUR",0.71
"2069","Gorzow Wklp","Urban Individual Garden","ALPC3","Crop","Carrot","","Carrot","Yes",27,"Null (not sold)","kg","EUR",0.71
"2070","Gorzow Wklp","Urban Individual Garden","ALPC4","Crop","Carrot","","Carrot","Yes",11.762,"Null (not sold)","kg","EUR",0.71
"2071","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Carrot","","Carrot","Yes",4.661,"Null (not sold)","kg","EUR",0.71
"2072","Gorzow Wklp","Urban Individual Garden","ALPB1","Crop","Carrot","","Carrot","Yes",1,"Null (not sold)","kg","EUR",0.71
"2073","Gorzow Wklp","Urban Individual Garden","ALPA1","Crop","Carrot","","Carrot","Yes",0,"Null (not sold)","kg","EUR",0.71
"2074","Gorzow Wklp","Urban Farm","ME","Crop","Carrot","","Carrot","Yes",4.2,"Null (not sold)","kg","EUR",0.71
"2075","Gorzow Wklp","Urban Individual Garden","JH","Crop","Carrot","","Carrot","Yes",11.5,"Null (not sold)","kg","EUR",0.71
"2076","Gorzow Wklp","Urban Individual Garden","ZT","Crop","Carrot","","Carrot","No",46,"Null (not sold)","kg","EUR",0.71
"2077","Gorzow Wklp","Urban Individual Garden","ALPE1","Crop","Carrot","","Carrot","Yes",10.63,"Null (not sold)","kg","EUR",0.71
"2078","Gorzow Wklp","Urban Individual Garden","ALPE2","Crop","Carrot","","Carrot","Yes",26.5,"Null (not sold)","kg","EUR",0.71
"2079","Gorzow Wklp","Urban Individual Garden","ALPE3","Crop","Carrot","","Carrot","Yes",20.8,"Null (not sold)","kg","EUR",0.71
"2080","Gorzow Wklp","Urban Individual Garden","ALPE4","Crop","Carrot","","Carrot","Yes",5.7,"Null (not sold)","kg","EUR",0.71
"2081","Gorzow Wklp","Urban Individual Garden","ALPE5","Crop","Carrot","","Carrot","Yes",3,"Null (not sold)","kg","EUR",0.71
"2082","Gorzow Wklp","Urban Individual Garden","ALPE6","Crop","Carrot","","Carrot","Yes",1.372,"Null (not sold)","kg","EUR",0.71
"2083","Gorzow Wklp","Urban Individual Garden","ALPE7","Crop","Carrot","","Carrot","Yes",4.1,"Null (not sold)","kg","EUR",0.71
"2084","Gorzow Wklp","Urban Individual Garden","RQ","Crop","Carrot","","Carrot","Yes",1.686,"Null (not sold)","kg","EUR",0.71
"2085","Gorzow Wklp","Urban Individual Garden","ALPD1","Crop","Carrot","","Carrot","Yes",3,"Null (not sold)","kg","EUR",0.71
"2086","Gorzow Wklp","Urban Individual Garden","ALPE8","Crop","Carrot","","Carrot","Yes",33.5,"Null (not sold)","kg","EUR",0.71
