"","City","Country","IOClass1","IOClass2","IODescription","IOSpecific","Source","CropsConcerned","IOLifeTime","Count","AreaOfBase","Material1","Material1Description","AmountMaterial1","UnitsMaterial1","Material2","Material2Description","AmountMaterial2","UnitsMaterial2","Material3","Material3Description","AmountMaterial3","UnitsMaterial3","Material4","Material4Description","AmountMaterial4","UnitsMaterial4","Material5","Material5Description","AmountMaterial5","UnitsMaterial5","Material6","Material6Description","AmountMaterial6","UnitsMaterial6","UnknownMaterial","UsedInLCA","MeasurementMethod","RaisedBedMaterialBased","SoilOM","SoilpH","SoilN","SoilP","SoilK","SoilMg","SoilTexture","SoilPAH","SoilPb","FoodProductionArea","AssociatedProducts","AssociatedInfra","Allocation.to.food.production...JKH.Formula","Conservative.allocation.to.food.production...JH","Material1ReclaimedOrRecycled","Material2ReclaimedOrRecycled","Material3ReclaimedOrRecycled","Material4ReclaimedOrRecycled","Material5ReclaimedOrRecycled","Material6ReclaimedOrRecycled","FarmType","Farm"
"140","Münster","DE","Infrastructure","Pathway","","","New","",NA,1,58.6,"Concrete","",2.93,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,472,"","Pathway","55%","0%","New","New","New","New","New","New","Urban Individual Garden","XZ"
"141","Münster","DE","Infrastructure","Pergola","","","New","",NA,1,7.5,"Wood (new)","",0.41,"m3","Polycarbonate","",15,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,472,"","Pergola","55%","0%","New","New","New","New","New","New","Urban Individual Garden","XZ"
"142","Münster","DE","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","Null","",6.4,NA,39,3,9,"Sandy loam",NA,NA,472,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","XZ"
"143","Münster","DE","Infrastructure","Storage shed or box","","","New","",NA,1,2.95,"Wood (new)","",0.28,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,472,"","Storage shed/box","55%","50%","New","New","New","New","New","New","Urban Individual Garden","XZ"
"144","Münster","DE","Infrastructure","Water Tank","","","Unknown","",NA,1,NA,"HDPE (high-density polyethylene)","",12.3,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,472,"","Water Tank","45%","40%","New","New","New","New","New","New","Urban Individual Garden","XZ"
"145","Münster","DE","Infrastructure","Bed border (low)","","","New","",NA,1,NA,"Concrete","",1.38,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Bed border (low)","25%","20%","New","New","New","New","New","New","Urban Individual Garden","NE"
"146","Münster","DE","Infrastructure","Compost Bins","","","New","",NA,1,0.42,"Polypropylene","",6.7,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Compost Bins","25%","20%","New","New","New","New","New","New","Urban Individual Garden","NE"
"147","Münster","DE","Infrastructure","Compost Bins","","","New","",NA,1,4.94,"Concrete","open compost with concrete frame",0.26,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Compost Bins","25%","20%","New","New","New","New","New","New","Urban Individual Garden","NE"
"148","Münster","DE","Infrastructure","Decks","","","New","",NA,1,6.96,"Concrete","",0.28,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Decks","35%","0%","New","New","New","New","New","New","Urban Individual Garden","NE"
"149","Münster","DE","Infrastructure","Fence","","","New","",NA,1,NA,"Plastic coated steel","",91.63,"kg","Plastic coated steel","",58.8,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Fence","35%","30%","New","New","New","New","New","New","Urban Individual Garden","NE"
"150","Münster","DE","Infrastructure","Garden House","","","New","",NA,1,23.13,"Brick","",7.93,"m3","Aluminum"," Aluminium trapezoidal sheet metal",290.42,"kg","Other ","PVC windows with isolation glas",111,"kg","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Garden House","35%","0%","New","New","New","New","New","New","Urban Individual Garden","NE"
"151","Münster","DE","Infrastructure","Hose","","","New","",NA,1,NA,"Unknown plastic","",30,"m","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","Rubber","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Hose","25%","20%","New","New","New","New","New","New","Urban Individual Garden","NE"
"152","Münster","DE","Infrastructure","Pathway","","","New","",NA,1,34,"Concrete","",1.36,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Pathway","35%","0%","New","New","New","New","New","New","Urban Individual Garden","NE"
"153","Münster","DE","Infrastructure","Raised Beds","","","New","",NA,1,2,"Wood (new)","",0.1,"m3","Unknown plastic","Textile - JH",4.5,"m2","Top soil","",1.5,"m3","","",NA,"","","",NA,"","",NA,NA,"","Polypropylene","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Individual Garden","NE"
"154","Münster","DE","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","Null","",6.8,NA,77,24,11,"",NA,NA,476,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","NE"
"155","Münster","DE","Infrastructure","Storage shed or box","","","New","",NA,1,3,"Wood (new)","",0.24,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Storage shed/box","35%","30%","New","New","New","New","New","New","Urban Individual Garden","NE"
"156","Münster","DE","Infrastructure","Storage shed or box","","","Reused","",NA,1,2.56,"Wood (new)","",0.18,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,476,"","Storage shed/box","35%","30%","New","New","New","New","New","New","Urban Individual Garden","NE"
"157","Münster","DE","Infrastructure","Bed border (low)","","","New","",NA,1,NA,"Concrete","",1.88,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"Sand",NA,NA,357,"","Bed border (low)","55%","50%","New","New","New","New","New","New","Urban Individual Garden","VR"
"158","Münster","DE","Infrastructure","Compost Bins","","","Unknown","",NA,1,2.2,"Wood (new)","",0.13,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,357,"","Compost Bins","55%","50%","New","New","New","New","New","New","Urban Individual Garden","VR"
"159","Münster","DE","Infrastructure","Decks","","","New","",NA,1,10.85,"Concrete","",0.54,"m3","Wood (new)","",0.12,"m3","Polycarbonate","",21,"kg","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,357,"","Decks","75%","0%","New","New","New","New","New","New","Urban Individual Garden","VR"
"160","Münster","DE","Infrastructure","Fence","","","New","",NA,1,NA,"Plastic coated steel","",5.67,"kg","Plastic coated steel","",13,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,357,"","Fence","75%","70%","New","New","New","New","New","New","Urban Individual Garden","VR"
"161","Münster","DE","Infrastructure","Garden House","","","New","",NA,1,25.23,"Brick","",6.75,"m3","Brick","Roof",900,"kg","Wood (reclaimed)","",0.9,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,357,"","Garden House","75%","0%","New","New","Reused","New","New","New","Urban Individual Garden","VR"
"162","Münster","DE","Infrastructure","Greenhouses","","","New","",NA,1,4.94,"Glass","",135,"kg","Aluminum","",15,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,357,"","Greenhouses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","VR"
"163","Münster","DE","Infrastructure","Pathway","","","New","",NA,1,25.65,"Concrete","",1.15,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,357,"","Pathway","75%","0%","New","New","New","New","New","New","Urban Individual Garden","VR"
"164","Münster","DE","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","Null","",6.7,NA,62,12,11,"Sand",NA,NA,357,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","VR"
"165","Münster","DE","Infrastructure","Storage shed or box","","","New","",NA,1,4,"Brick","",2.08,"m3","Other ","fibre cement boards",111,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications,Estimation","Null","",NA,NA,NA,NA,NA,"",NA,NA,357,"","Storage shed/box","75%","70%","New","New","New","New","New","New","Urban Individual Garden","VR"
"166","Münster","DE","Infrastructure","Water Tank","","","New","",NA,1,NA,"PET (polyethylene terephthalate)","",6,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,357,"","Water Tank","55%","50%","New","New","New","New","New","New","Urban Individual Garden","VR"
"167","Münster","DE","Infrastructure","Water Tank","","","New","",NA,1,NA,"PET (polyethylene terephthalate)","",4,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,357,"","Water Tank","55%","50%","New","New","New","New","New","New","Urban Individual Garden","VR"
"168","Münster","DE","Infrastructure","Bed border (low)","","","New","",NA,1,NA,"Concrete","",1.06,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,636,"","Bed border (low)","25%","20%","New","New","New","New","New","New","Urban Individual Garden","LO"
"169","Münster","DE","Infrastructure","Beehives","","Seeberger  Kunststoffbeute","New","",NA,14,0.25,"Polystyrene","",9,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,636,"","Beehives","100%","0%","New","New","New","New","New","New","Urban Individual Garden","LO"
"170","Münster","DE","Infrastructure","Compost Bins","","","New","",NA,4,0.75,"Steel","",15.5,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,636,"","Compost Bins","25%","20%","New","New","New","New","New","New","Urban Individual Garden","LO"
"171","Münster","DE","Infrastructure","Decks","","","New","",NA,1,10,"Concrete","",0.4,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,636,"","Decks","95%","0%","New","New","New","New","New","New","Urban Individual Garden","LO"
"172","Münster","DE","Infrastructure","Fence","","","New","",NA,1,NA,"Plastic coated steel","",23.04,"kg","Plastic coated steel","",26,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,636,"","Fence","95%","90%","New","New","New","New","New","New","Urban Individual Garden","LO"
"173","Münster","DE","Infrastructure","Fence","","","New","",NA,1,NA,"Plastic coated steel","",28.8,"m2","Plastic coated steel","",32,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,636,"","Fence","95%","90%","New","New","New","New","New","New","Urban Individual Garden","LO"
"174","Münster","DE","Infrastructure","Garden House","","","New","",NA,1,24,"Wood (new)","",1.33,"m3","Brick","",4.8,"m3","Other ","Clay tiles ",1210,"kg","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,636,"","Garden House","95%","0%","New","New","New","New","New","New","Urban Individual Garden","LO"
"175","Münster","DE","Infrastructure","Pathway","","","New","",NA,1,29.55,"Concrete","",1.18,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,636,"","Pathway","95%","0%","New","New","New","New","New","New","Urban Individual Garden","LO"
"176","Münster","DE","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","Null","",6.8,NA,96,23,9,"Sandy loam",NA,NA,636,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","LO"
"177","Münster","DE","Infrastructure","Bed border (low)","","","New","",NA,1,2.56,"Aluminum","",13.84,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Bed border (low)","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AS"
"178","Münster","DE","Infrastructure","Bed border (low)","","","New","",NA,1,15,"Concrete","",0.24,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Bed border (low)","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AS"
"179","Münster","DE","Infrastructure","Compost Bins","","","New","",NA,2,0.36,"Polypropylene","",6.7,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Compost Bins","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AS"
"180","Münster","DE","Infrastructure","Fence","","","New","",NA,1,NA,"Plastic coated steel","",80,"kg","Plastic coated steel","",40,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Fence","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AS"
"181","Münster","DE","Infrastructure","Garden House","","","New","",NA,1,23.76,"Brick","",9.27,"m3","Other ","Clay bricks (roof)",1210,"kg","Steel","",0.08,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Garden House","100%","0%","New","New","New","New","New","New","Urban Individual Garden","AS"
"182","Münster","DE","Infrastructure","Pathway","","","New","",NA,1,48.71,"Concrete","",2.34,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Pathway","35%","0%","New","New","New","New","New","New","Urban Individual Garden","AS"
"183","Münster","DE","Infrastructure","Raised Beds","","","New","",NA,1,3,"Wood (new)","",0.13,"m3","Top soil","",0.75,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Individual Garden","AS"
"184","Münster","DE","Infrastructure","Raised Beds","","","New","",NA,1,3,"Wood (new)","",0.19,"m3","Polycarbonate","",18.38,"kg","Top soil","",0.09,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Individual Garden","AS"
"185","Münster","DE","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","Null","",6.9,NA,30,8,8,"Sandy loam",NA,NA,328,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","AS"
"186","Münster","DE","Infrastructure","Water Tank","","","New","",NA,1,0.42,"PET (polyethylene terephthalate)","",6,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Water Tank","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AS"
"187","Münster","DE","Infrastructure","Water Tank","","","New","",NA,1,0.23,"PET (polyethylene terephthalate)","",4,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,328,"","Water Tank","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AS"
"188","Oelde","DE","Infrastructure","Compost Bins","","","New","",50,1,4.35,"Brick","",0.82,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,309,"","Compost Bins","65%","60%","New","New","New","New","New","New","Urban Individual Garden","LC"
"189","Oelde","DE","Infrastructure","Decks","","","","",50,1,31.78,"Concrete","",3.8,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,309,"","Decks","55%","0%","New","New","New","New","New","New","Urban Individual Garden","LC"
"190","Oelde","DE","Infrastructure","Fence","","","","",NA,1,NA,"Iron","",54,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,309,"","Fence","55%","50%","New","New","New","New","New","New","Urban Individual Garden","LC"
"191","Oelde","DE","Infrastructure","Fence","","","","",NA,40,NA,"Iron","",2,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,309,"","Fence","55%","50%","New","New","New","New","New","New","Urban Individual Garden","LC"
"192","Oelde","DE","Infrastructure","Garden House","","","New","",50,1,24,"Brick","",15,"m3","Other ","Tile ",741,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,309,"","Garden House","55%","0%","New","New","New","New","New","New","Urban Individual Garden","LC"
"193","Oelde","DE","Infrastructure","Greenhouses","","","Recycled","",NA,1,16,"PVC (polyvinyl chloride)","",7.5,"kg","Aluminum","",6.3,"kg","Wood (new)","",0.08,"m3","","",NA,"","","",NA,"","",NA,NA,"","","No","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,309,"","Greenhouses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","LC"
"194","Oelde","DE","Infrastructure","Pathway","","","","",NA,1,31.8,"Concrete","",3.18,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,309,"","Pathway","55%","0%","New","New","New","New","New","New","Urban Individual Garden","LC"
"195","Oelde","DE","Infrastructure","Water Tank","","","","",NA,1,1,"HDPE (high-density polyethylene)","",60,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","No","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,309,"","Water Tank","65%","60%","New","New","New","New","New","New","Urban Individual Garden","LC"
"196","New York","US","Infrastructure","Compost Bins","","","New","",NA,1,6.27,"Wood (new)","",1.679,"m3","Steel","chicken wire",15.88,"m2","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Estimation","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Compost Bins","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"197","New York","US","Infrastructure","Decks","","","New","",NA,1,53.1,"Wood (new)","",2.281,"m3","Concrete","cinderblocks",0.7021,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Decks","65%","0%","New","New","New","New","New","New","Urban Collective Garden","BV"
"198","New York","US","Infrastructure","Fence","","","New","",NA,1,NA,"Wood (new)","",0.3418,"m3","Steel","Chicken Wire",36.59,"m2","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Fence","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"199","New York","US","Infrastructure","Hose","","Flexon LAW58100V2","New","",NA,6,NA,"PVC (polyvinyl chloride)","",15.24,"m","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Hose","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"200","New York","US","Infrastructure","Other","Shipping Container Shelving","","New","",NA,1,5.16,"Wood (new)","",0.6673,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Other","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"201","New York","US","Infrastructure","Pathway","","","New","",NA,1,108.7,"Natural stone","decomposed granite",108.7,"m2","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications,Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Pathway","65%","0%","New","New","New","New","New","New","Urban Collective Garden","BV"
"202","New York","US","Infrastructure","Pavement","","Cambridge Sherwood Ledgestone","New","",NA,1,20.81,"Concrete","",2.114,"m3","Steel","Border Concepts Border Line Steel Edging",0.2098,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Pavement","65%","0%","New","New","New","New","New","New","Urban Collective Garden","BV"
"203","New York","US","Infrastructure","Pergola","","","New","",NA,1,NA,"Wood (new)","",0.369,"m3","Steel","corrugated steel roofing",17.419,"m2","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Pergola","75%","0%","New","New","New","New","New","New","Urban Collective Garden","BV"
"204","New York","US","Infrastructure","Raised Beds","","","New","",6,1,138.35,"Wood (new)","",1.1616,"m3","Top soil","",24.5986,"m3","Compost (industrial)","",24.5986,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Laboratory","Protective Membrane","20%",6.89,3200,160,1600,NA,"Loam",NA,35,1131,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"205","New York","US","Infrastructure","Raised Beds","","","New","",NA,1,263.59,"Wood (new)","",1.4708,"m3","Top soil","",46.8663,"m3","Compost (industrial)","",46.8663,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Laboratory","Protective Membrane","28%",6.9,3200,160,1600,NA,"Loam",NA,37,1131,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"206","New York","US","Infrastructure","Raised Beds","","","New","",NA,1,187.28,"Wood (new)","",1.2384,"m3","Top soil","",33.2984,"m3","Compost (industrial)","",33.2984,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Laboratory","Protective Membrane","21%",6.85,800,160,800,NA,"Loam",NA,44,1131,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"207","New York","US","Infrastructure","Raised Beds","","","New","",NA,1,179.16,"Wood (new)","",1.1725,"m3","Top soil","",31.8546,"m3","Compost (industrial)","",31.8546,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Laboratory","Protective Membrane","29%",7.03,3200,160,800,NA,"Loam",NA,43,1131,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"208","New York","US","Infrastructure","Raised Beds","","","New","",NA,1,160.66,"Wood (new)","",1.0703,"m3","Top soil","",28.5653,"m3","Compost (industrial)","",28.5653,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Laboratory","Protective Membrane","25%",7.21,3200,160,800,NA,"Loam",NA,39,1131,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"209","New York","US","Infrastructure","Raised Beds","","","New","",NA,1,178.59,"Wood (new)","",0.9914,"m3","Top soil","",31.7533,"m3","Compost (industrial)","",31.7533,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Estimation","Protective Membrane","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"210","New York","US","Infrastructure","Raised Beds","","","Reused","",NA,1,23.72,"Natural stone","stone found on-site during construction and repurposed",2.127,"m3","Top soil","",4.5187,"m3","Compost (industrial)","",4.5187,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Protective Membrane","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"211","New York","US","Infrastructure","Soil or substrate","","","New","",NA,1,3014,"Wood chips","",153.15,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"212","New York","US","Infrastructure","Storage shed or box","","Port Containers - Standard Height","Reused","",NA,1,14.74,"Steel","",2219.881,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Storage shed/box","100%","100%","New","New","New","New","New","New","Urban Collective Garden","BV"
"213","New York","US","Infrastructure","Table","","https://www.uline.com/Product/Detail/H-4405/Outdoor-Furniture-and-Equipment/Steel-Frame-Pressure-Treated-Picnic-Table-6","New","",NA,2,NA,"Wood (new)","",0.1121,"m3","Steel","13 guage thickness",0.0024,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,1131,"","Table","5%","0%","New","New","New","New","New","New","Urban Collective Garden","BV"
